bodydearword.feature,bodyform.feature,bodyhtml.feature,bodymultipart.feature,bodynumchars.feature,bodynumfunctionwords.feature,bodynumuniqwords.feature,bodynumwords.feature,bodyrichness.feature,bodysuspensionword.feature,bodyverifyyouraccountphrase.feature,externalsabinary.feature,externalsascore.feature,scriptjavascript.feature,scriptonclick.feature,scriptpopup.feature,scriptstatuschange.feature,scriptunmodalload.feature,senddiffreplyto.feature,sendnumwords.feature,sendunmodaldomain.feature,subjectbankword.feature,subjectdebitword.feature,subjectfwdword.feature,subjectnumchars.feature,subjectnumwords.feature,subjectreplyword.feature,subjectrichness.feature,subjectverifyword.feature,urlatchar.feature,urlbaglink.feature,urlip.feature,urlnumdomains.feature,urlnumexternallink.feature,urlnumimagelink.feature,urlnuminternallink.feature,urlnumip.feature,urlnumlink.feature,urlnumperiods.feature,urlnumport.feature,urlport.feature,urltwodoains.feature,urlunmodalbaglink.feature,urlwordclicklink.feature,urlwordherelink.feature,urlwordloginlink.feature,urlwordupdatelink.feature,class
0,0,0,0,260,0,46,46,0.176923,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,19,3,1,0.157895,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,706,1,113,153,0.216714,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,25,7,1,0.28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,15898,85,987,2789,0.175431,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,35,6,1,0.171429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,419,0,69,85,0.202864,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,35,6,1,0.171429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1784,6,217,343,0.192265,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,53,7,0,0.132075,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1054,4,139,213,0.202087,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,30,7,1,0.233333,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,16113,85,1004,2831,0.175697,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,35,6,1,0.171429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1141,3,163,234,0.205083,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,35,6,1,0.171429,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1268,6,140,245,0.193218,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,30,7,1,0.233333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,93,0,17,18,0.193548,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,16,3,0,0.1875,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,4256,10,415,792,0.18609,0,0,0,2.4,0,0,0,0,0,1,3,0,0,0,0,46,7,0,0.152174,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1912,7,240,419,0.219142,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,30,7,1,0.233333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1142,0,147,253,0.221541,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,33,7,1,0.212121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,867,2,129,196,0.226067,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,15,3,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,384,0,69,91,0.236979,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,30,7,1,0.233333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,5040,4,491,1013,0.200992,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,26,4,1,0.153846,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1406,1,160,273,0.194168,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,30,7,1,0.233333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,28499,36,1832,5784,0.202954,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,40,8,1,0.2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,514,1,85,104,0.202335,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,56,8,1,0.142857,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,686,1,114,162,0.236152,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,30,7,1,0.233333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
1,0,0,0,9190,8,875,1967,0.214037,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,1,55,9,0,0.163636,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,359,0,75,90,0.250696,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,13,3,0,0.230769,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,756,0,128,166,0.219577,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,35,5,1,0.142857,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,429,1,75,93,0.216783,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,30,7,1,0.233333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,914,0,151,212,0.231947,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,21,4,1,0.190476,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,410,0,68,84,0.204878,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,11,2,0,0.181818,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,655,1,125,165,0.251908,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,16,4,1,0.25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,893,0,152,197,0.220605,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,14,3,1,0.214286,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,1,0,55,0,14,15,0.272727,0,0,0,4.6,0,0,0,0,0,1,3,1,0,0,0,12,2,0,0.166667,0,0,0,0,2,1,0,0,0,1,2,0,0,1,0,0,0,0,0,ham
0,0,0,0,1310,0,177,278,0.212214,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,14,3,1,0.214286,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ham
0,0,0,0,776,1,123,161,0.207474,0,0,0,2.4,0,0,0,0,0,1,3,0,0,0,0,21,7,1,0.333333,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,634,0,113,147,0.231861,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,14,3,1,0.214286,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,268,0,42,49,0.182836,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,43,7,1,0.162791,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,962,1,157,222,0.230769,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,14,3,1,0.214286,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,615,0,99,131,0.213008,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,30,7,1,0.233333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,514,0,91,121,0.235409,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,14,3,1,0.214286,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,496,1,94,107,0.215726,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,15,3,1,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,225,0,48,56,0.248889,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,16,4,1,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,876,1,144,201,0.229452,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,14,3,1,0.214286,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,506,0,86,105,0.20751,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,21,4,1,0.190476,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1118,2,145,229,0.20483,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,19,4,0,0.210526,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,672,0,112,167,0.248512,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,35,5,1,0.142857,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,346,0,67,86,0.248555,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,16,4,1,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1198,1,175,275,0.229549,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,35,5,1,0.142857,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,347,0,63,73,0.210375,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,22,5,1,0.227273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1919,2,248,382,0.199062,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,61,15,0,0.245902,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1659,1,224,369,0.222423,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,35,5,1,0.142857,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,540,0,93,124,0.22963,0,0,0,2.4,0,0,0,0,0,1,4,0,0,0,0,35,5,1,0.142857,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,124,0,26,26,0.209677,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,35,7,1,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,4460,0,369,977,0.219058,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,35,5,1,0.142857,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1133,4,149,210,0.185349,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,30,5,0,0.166667,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ham
0,0,0,0,200,0,40,44,0.22,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,35,5,1,0.142857,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,2028,0,263,397,0.195759,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,22,6,0,0.272727,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,177,0,36,43,0.242938,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,12,2,0,0.166667,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,700,0,114,167,0.238571,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,21,4,1,0.190476,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1442,1,173,341,0.236477,0,0,0,3.4,0,0,0,0,0,1,3,1,0,0,0,37,9,0,0.243243,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,580,0,110,127,0.218966,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,21,4,1,0.190476,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,944,0,140,212,0.224576,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,21,4,1,0.190476,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,274,0,50,51,0.186131,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,21,4,1,0.190476,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1751,1,236,391,0.223301,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,21,4,1,0.190476,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,555,1,103,125,0.225225,0,0,0,3.4,0,0,0,0,0,1,3,1,0,0,0,40,10,1,0.25,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ham
0,0,0,0,1090,0,164,232,0.212844,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,14,3,1,0.214286,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,89,0,17,18,0.202247,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,11,3,0,0.272727,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ham
0,0,0,0,1679,0,219,371,0.220965,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,21,4,1,0.190476,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,750,0,122,152,0.202667,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,92,20,0,0.217391,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,876,0,143,197,0.224886,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,21,4,1,0.190476,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,18011,18,1219,3528,0.19588,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,68,13,0,0.191176,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,3307,3,332,663,0.200484,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,44,7,0,0.159091,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1647,6,224,367,0.222829,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,21,4,1,0.190476,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1250,0,178,276,0.2208,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,21,4,1,0.190476,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,161,1,30,32,0.198758,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,11,3,0,0.272727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,984,0,123,215,0.218496,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,5,3,0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1375,0,185,307,0.223273,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,21,4,1,0.190476,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1963,2,226,396,0.201732,0,0,0,2.6,0,0,0,0,0,1,3,1,0,0,0,52,10,0,0.192308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,663,0,102,159,0.239819,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,37,8,1,0.216216,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,503,0,81,111,0.220676,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,37,8,1,0.216216,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
1,0,0,0,479,0,75,91,0.189979,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,18,6,0,0.333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,258,0,47,50,0.193798,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,14,3,1,0.214286,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,906,1,133,207,0.228477,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,37,8,1,0.216216,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,2494,1,286,565,0.226544,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,37,8,1,0.216216,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,222,0,43,45,0.202703,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,14,3,1,0.214286,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,54,0,10,10,0.185185,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,13,2,0,0.153846,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ham
0,0,0,0,514,1,79,116,0.225681,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,46,8,0,0.173913,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,603,1,109,130,0.215589,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,49,9,1,0.183673,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,375,1,70,77,0.205333,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,14,3,1,0.214286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,332,0,59,73,0.21988,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,7,1,0,0.142857,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,283,1,56,68,0.240283,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,46,10,0,0.217391,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,169,0,32,33,0.195266,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,16,3,1,0.1875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,438,0,76,98,0.223744,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,2,1,0.2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,538,0,85,113,0.210037,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,78,10,0,0.128205,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,258,0,46,58,0.224806,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,2,1,0.2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,887,0,150,214,0.241263,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,2,1,0.2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,2265,0,264,473,0.20883,0,0,0,4.2,0,0,0,0,0,1,3,1,0,0,0,32,7,1,0.21875,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ham
0,0,0,0,107,0,23,23,0.214953,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,49,11,1,0.22449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,401,0,76,90,0.224439,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,2,1,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,823,0,134,191,0.232078,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,23,5,0,0.217391,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,700,2,101,149,0.212857,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,16,4,1,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1030,1,147,202,0.196117,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,32,6,0,0.1875,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,500,0,85,115,0.23,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,2,1,0.2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,291,0,60,65,0.223368,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,2,1,0.2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,458,0,75,92,0.200873,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,32,7,1,0.21875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,419,0,60,94,0.224344,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,2,1,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,149,0,30,31,0.208054,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,10,2,1,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1327,1,175,268,0.201959,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,35,7,1,0.2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,224,0,42,50,0.223214,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,2,1,0.2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,851,0,122,194,0.227967,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,25,5,0,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,172,0,34,40,0.232558,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,16,4,1,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1709,1,218,345,0.201872,0,0,0,4.2,0,0,0,0,0,1,3,1,0,0,0,32,7,1,0.21875,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,854,0,130,194,0.227166,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,28,6,1,0.214286,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,563,0,99,123,0.218472,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,2,1,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,290,0,55,59,0.203448,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,32,7,1,0.21875,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,520,0,94,114,0.219231,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,35,7,1,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,585,0,116,133,0.22735,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,2,1,0.2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,208,1,40,48,0.230769,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,13,3,0,0.230769,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,782,0,134,178,0.227621,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,2,1,0.2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1656,1,230,354,0.213768,0,0,0,4.2,0,0,0,0,0,1,3,1,0,0,0,32,7,1,0.21875,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ham
0,0,0,0,352,1,63,71,0.201705,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,2,1,0.2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1434,5,192,310,0.216179,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,2,1,0.2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,208,0,40,52,0.25,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,16,4,1,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,997,0,140,213,0.213641,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,2,1,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,601,3,100,124,0.206323,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,32,7,1,0.21875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,254,1,50,52,0.204724,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,2,1,0.2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1129,0,147,206,0.182462,0,0,0,3.4,0,0,0,0,0,1,3,1,0,0,0,32,7,1,0.21875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,478,0,79,104,0.217573,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,2,1,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,538,0,94,112,0.208178,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,32,7,1,0.21875,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,569,0,99,122,0.214411,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,2,1,0.2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,459,1,80,91,0.198257,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,32,7,1,0.21875,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,758,0,129,171,0.225594,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,2,1,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,1399,3,181,285,0.203717,0,0,0,2.4,0,0,0,0,0,1,3,1,0,0,0,22,4,1,0.181818,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ham
